Z,T,Y,spillover_estim
0.09753360174945158,1.0,1.208035233090526,0.0
0.7612497166748563,0.0,1.2576838788523326,0.6666666666666666
0.24693797316632704,0.0,0.5136192577316216,0.5555555555555556
0.13813168747631954,0.0,0.39765437148766947,0.46153846153846156
0.33144656327093147,0.0,0.5853574053579294,0.5555555555555556
0.08299956500689287,1.0,1.5610734257041343,0.6
0.6719770812804666,1.0,2.689648950038887,0.5
0.8065937981616575,1.0,2.4046628113969013,0.3076923076923077
0.982741914544214,1.0,2.6089487827692492,0.5
0.6356607347968526,0.0,0.23772109164185729,0.3333333333333333
0.21592325604718032,1.0,0.4417525947899431,0.0
0.5490274320842796,1.0,2.3483304629783452,0.6666666666666666
0.5455599580092261,1.0,1.8784451872137795,0.3333333333333333
0.23407607314700163,0.0,0.34146448781660066,0.6153846153846154
0.11372584300707944,0.0,0.5863873128193623,0.4166666666666667
0.4996592670489547,0.0,0.21137554854324392,0.3076923076923077
0.15210842242178801,0.0,1.459292137084835,0.5294117647058824
0.5326860805572696,1.0,1.666036120045229,0.6
0.387006768446549,0.0,1.1118123549746595,0.46153846153846156
0.6883273834221644,1.0,2.2800117593743705,0.6666666666666666
0.3729271564083929,0.0,1.1343200294839322,0.5
0.9461600449633926,1.0,3.1172374807931504,0.5
0.777357918106707,1.0,3.0566185532669725,0.5
0.6080343030674544,1.0,2.8360313407388307,0.6
0.615232036586069,0.0,1.4331700525734554,0.36363636363636365
0.6429876012693234,0.0,0.6511083399637406,0.42857142857142855
0.26848350713033464,0.0,1.2527575372491369,0.48148148148148145
0.7501561486032265,1.0,1.738254058990084,0.5
0.2868304894201533,0.0,0.6443841124022321,0.26666666666666666
0.709376057826234,0.0,1.0565911406039328,0.5555555555555556
0.06478677547176559,0.0,1.0539911501609027,0.0
0.6898584792392357,1.0,3.14858081791934,0.5
0.5521678334696775,1.0,1.5699976671912073,0.5333333333333333
0.5538264803105607,1.0,1.8506320617937277,0.5384615384615384
0.3465286297905903,0.0,0.02398855539521133,0.0
0.1726129600841977,1.0,1.7936961293974718,0.5909090909090909
0.541932637563185,0.0,1.335897856904535,0.52
0.05176904301577445,0.0,0.8076766089101908,0.3333333333333333
0.8255576134042102,1.0,1.7437060831378433,0.5217391304347826
0.7110669702314096,1.0,2.255629995879201,0.35714285714285715
0.04416722266296824,0.0,0.8903411367998603,0.375
0.0765365615356286,0.0,0.4393661353341768,0.5384615384615384
0.010343895110245693,0.0,0.4902114094343778,0.25
0.9943048222579424,1.0,2.827189347387271,0.8571428571428571
0.5994438970969271,0.0,0.8071848528392075,0.0
0.17973880276470322,1.0,1.5430864494031462,0.7142857142857143
0.36437840196608307,0.0,0.4571106344901539,0.0
0.8638367270431518,1.0,2.5424560605636137,0.4444444444444444
0.45025550096250344,1.0,2.041445747652427,0.5714285714285714
0.9713697684849716,1.0,2.8294400386513168,0.5
0.13565977671520735,0.0,0.48305087213434633,0.5882352941176471
0.7156744827027806,0.0,1.2278904264245598,0.5384615384615384
