z,y0,y,influence_estim
0.8488176972685787,1.0,5.1926534564968065,3.5
0.17889592492099848,0.0,1.3485382779440906,1.0
0.05436321430643143,0.0,2.476408947365075,2.5
0.36153844608822294,0.0,1.8249293237250628,1.7142857142857142
0.27540092860641197,0.0,1.9487409300249772,1.5555555555555556
0.5300002248954253,0.0,3.64819759649332,4.0
0.305918915735916,1.0,2.75798789376356,2.0
0.3044743591541431,1.0,3.093924821748501,2.3333333333333335
0.1117412761755947,1.0,3.759156250098348,2.8
0.24989901388011448,0.0,2.346358161235359,2.3333333333333335
0.9176298978365625,1.0,5.150665961908618,3.3333333333333335
0.2641468532533736,0.0,2.4417452397606896,2.0
0.7177736874735561,1.0,4.562532549087367,2.5
0.865715034190154,1.0,5.071009871874588,3.0
0.8070794822453757,1.0,3.191256930230321,1.6666666666666667
0.21055058265882798,0.0,3.176912594403478,2.6666666666666665
0.16724303145644548,0.0,2.33577487885088,2.25
0.04670639168207169,0.0,2.8468136428985638,2.0
0.03942231175749811,0.0,2.0469025805958587,1.6666666666666667
0.20023080977547292,1.0,1.2076708604408013,0.0
0.998543402727172,1.0,4.204653586628001,2.25
0.3727869783278882,0.0,3.6317280581629183,3.75
0.7605102739289497,0.0,2.65468884653236,1.8333333333333333
0.4734744426831612,0.0,1.9047557996357047,2.0
0.5097153058176547,1.0,3.4342165947711396,1.75
0.9450384171904427,1.0,6.015781836830339,5.0
0.10944664834182993,0.0,1.8591890386815106,2.3333333333333335
0.46509316076483553,0.0,2.177541575680443,1.0
0.14155525990080142,1.0,5.389837941083404,3.5
0.5383487621569256,0.0,2.8499814566672566,1.6666666666666667
0.2989986565002455,0.0,1.7264593562408224,2.3333333333333335
0.537745219418836,0.0,-0.2114083854920651,0.0
0.6656275378248544,1.0,3.2738892621895688,2.3333333333333335
0.364328800568146,0.0,0.5173753198746974,1.0
0.6230186193345604,0.0,2.7366506331337366,2.0
0.6427248852452113,0.0,2.8978575298082845,2.5
0.4199818200973734,1.0,3.5863842335071916,2.1666666666666665
0.40324243401016224,1.0,3.4081161255856878,2.25
0.39042032609654065,0.0,1.8271489485830625,1.8333333333333333
0.4061895224724915,0.0,3.1806389041433354,1.75
0.07966610538989782,0.0,2.3812588246596165,2.0
0.056831201412083754,0.0,1.3077301624145128,1.75
0.07833090863308889,0.0,2.2858516840700216,1.6
0.6956778106391276,1.0,5.028586231653658,3.6666666666666665
0.029158960905142917,1.0,3.2262394057179966,2.3333333333333335
0.499492419729084,1.0,4.707879660212345,2.5
0.13263431774446122,1.0,2.866329838865064,2.125
0.030755633545785144,0.0,2.1055952850261224,2.2
0.6394894283138792,0.0,2.6853321975749997,2.2
0.44599814751961253,0.0,4.144175495757554,2.8333333333333335
0.9746066357195468,1.0,6.630409486622804,3.6666666666666665
0.32976593237159135,1.0,3.9396099482730396,2.5
0.1954248232131871,0.0,2.9428347479920576,1.8
0.6840462123134095,1.0,2.7777742716759706,1.7777777777777777
0.35109885726718093,0.0,1.8268747356867459,1.5714285714285714
0.7710361133392682,0.0,3.614664880023982,2.2
0.7917995013694747,1.0,4.668357529287459,3.0
0.4438745891254291,1.0,3.6151501303229696,2.0
0.2688283012582403,0.0,1.8801868222396148,1.5
0.023904422054516594,0.0,3.031367941543647,2.6666666666666665
0.3713325657678248,1.0,3.497057008405041,2.0
0.09773087965586325,0.0,1.3568064103871533,2.0
0.7275225485779123,1.0,3.2007783276461486,1.6666666666666667
0.4594444253357157,0.0,3.092604070030342,3.0
0.520496474809741,1.0,4.813485577557695,3.0
0.6845690429035142,0.0,1.4833413297479758,1.6666666666666667
0.42529029529235085,0.0,0.01194268930886655,0.0
0.6034730573112549,0.0,3.8620568387459255,2.6666666666666665
0.8238491084564108,1.0,3.001372130600755,1.0
0.45187126344277295,0.0,3.5482962207545317,1.875
0.8879452010333057,1.0,4.369482466784033,2.5
0.22039953667363887,1.0,1.5788282240775953,1.7142857142857142
0.10682265172052396,0.0,1.1025674683246374,0.5
0.01201012562940873,0.0,2.1081315107248346,2.0
0.9179413986516766,1.0,4.027259371520851,2.2857142857142856
0.6365662142278737,0.0,1.9668048005503689,2.0
0.21976203733713473,1.0,6.125425744206493,5.0
0.5475524336459725,1.0,7.345845757039891,5.5
0.9207996703472,1.0,4.216026911412512,2.125
0.8756659420813518,1.0,3.4173786140947544,1.5
0.12759215495203946,0.0,2.430588216128908,2.0
0.30365373978719956,0.0,5.3881223472858855,5.0
0.2952965716988186,0.0,0.7758509460552924,1.0
0.5691050376425756,0.0,1.5450574130376358,0.8333333333333334
0.7434196294659989,1.0,3.494615322167852,1.5
0.33001518527033424,0.0,1.2969526762900458,0.0
0.6078523073725284,1.0,4.432014746298859,2.8
0.5156753531483024,1.0,2.989791007794114,2.0
0.9198007246232732,1.0,4.836425251256249,2.3333333333333335
0.20136661118531174,1.0,4.5691001987825315,3.0
0.0016447577600704477,0.0,-0.27992020873602297,0.0
0.07173319673476697,1.0,1.965229099588273,1.5
0.42049449651592197,1.0,5.194558576756017,3.0
0.49891737185184115,1.0,3.6499797022075224,3.0
0.5737516865628725,0.0,0.25785520860577243,0.0
0.8803733819800643,1.0,3.773556683573345,1.75
0.20071996630407773,0.0,0.1767339330562857,0.5
0.42117805927001195,0.0,3.327952946097584,3.0
0.9322773435409096,1.0,6.181054788180249,4.0
0.363290798030508,1.0,2.8277063651856347,1.6666666666666667
