z,y0,y,influence_estim
0.2946650026871097,0.0,1.4327979476977692,1.0
0.5305867556052941,0.0,1.2699393828687082,1.6666666666666667
0.19152078694749486,0.0,2.753471342610673,2.25
0.06790035819129137,0.0,3.6405560029773367,3.0
0.7869854599999133,1.0,3.805580694113855,1.5
0.6563335217758555,1.0,4.432986319999992,1.8333333333333333
0.6375208960436358,1.0,2.1816717509792527,0.6
0.575602893753034,1.0,4.061218891220176,2.6666666666666665
0.03906291618886648,0.0,2.6134004387114884,2.5
0.35781360448354893,0.0,1.638922028226233,1.5
0.9456831868184076,1.0,3.031311685571729,0.0
0.060044680315385346,0.0,3.3861998056272125,2.75
0.864042103546211,1.0,2.2879692672281298,1.3333333333333333
0.8772905261480303,1.0,4.808265855723209,3.0
0.05119366562045369,0.0,2.321113472549291,2.0
0.6524186154656548,1.0,2.7647774719115055,2.0
0.5517513686348753,1.0,4.5425229699083935,2.3333333333333335
0.597513253239051,0.0,1.7607892297020242,1.4
0.4835286243100021,1.0,3.437413673946409,2.5
0.2829881608569912,1.0,2.8246411066547825,1.6666666666666667
0.29772571830177164,0.0,0.6399118998439264,0.8333333333333334
0.5615089053263611,0.0,2.8271434515659077,1.75
0.3960474360470265,0.0,2.6417143238041323,2.0
0.7887007096788996,1.0,4.565377407577473,3.0
0.41848438534587695,1.0,2.415304344392809,1.4
0.14390392077532788,0.0,1.209537799947056,1.0
0.15090669442067706,1.0,2.8779599085621577,2.3333333333333335
0.05524135021582377,0.0,1.8852367769613785,1.75
0.7180371937036457,1.0,3.3404256758861472,2.0
0.29231735450413854,1.0,3.0672653507151657,1.6
0.19877387220034304,0.0,3.1875447543613666,2.5
0.831363922310521,1.0,3.2620712973925388,1.5
0.567991119724631,0.0,4.119919272295382,3.5
0.08233974921248077,0.0,1.632635267243844,1.4
0.5449985739307204,0.0,3.362434555067547,2.3333333333333335
0.15895874456727543,1.0,5.593770665592335,4.0
0.6767623857029604,1.0,3.3892253586456396,1.4285714285714286
0.11847226487907647,0.0,2.017780103298769,1.6666666666666667
0.4449960661200688,0.0,1.862309524530819,2.0
0.887982434157199,1.0,2.8699850386211643,2.0
0.7972677299953101,1.0,3.719561082582969,2.5
0.06797872826362639,0.0,2.940557425715098,1.2
0.9607877564667782,1.0,6.524151362089553,4.5
0.6592053923760217,0.0,3.3121159441554098,3.0
0.7187760832244346,1.0,3.74761329867273,1.75
0.7435767651340965,1.0,5.293150065122856,3.5
0.8877363518856369,1.0,3.956699439005016,1.75
0.13394566757579296,1.0,2.485501008089885,1.0
0.7769745806055802,0.0,2.8189280037141824,2.5
0.8379915121953251,1.0,4.194984398173708,2.75
0.8293047639084282,1.0,3.388895662127384,1.0
0.029156996519808853,0.0,1.0374589419600238,1.5
0.3903744912765845,0.0,1.1793011684410872,0.6666666666666666
0.4372519921680409,1.0,3.1465471229436615,2.0
0.5206350635113318,1.0,4.735417014649413,3.0
0.49287267416568414,1.0,4.492073668341103,2.6
0.13042928220861905,1.0,2.425394257874735,1.6
0.9843835309944722,0.0,3.9104189678916867,2.3333333333333335
0.06570232191808534,1.0,2.510285319187191,1.8
0.57928407774407,1.0,3.9887196124829387,2.8
0.580774825086728,1.0,3.132255002744114,1.6666666666666667
0.9543378655569242,1.0,3.5144354069859336,1.5
0.19744377751367526,0.0,2.8032088598105855,3.0
0.08332540063040506,1.0,1.853264091079055,2.25
0.8838642177332372,0.0,2.4860736597225075,2.0
0.01569619295094371,0.0,1.657987317842091,1.5
0.7955946473535244,1.0,3.6818632883373277,1.625
0.7681904394283122,1.0,3.809967661381544,2.0
0.8720437859531704,1.0,7.232441580731841,4.0
0.9161100863895553,1.0,4.221614027678876,2.0
0.2738131929177843,1.0,5.855841195214953,5.0
0.23638112638259945,1.0,4.067866439299679,2.8333333333333335
0.31051984364538765,1.0,3.507067183725271,2.0
0.715643258918474,1.0,4.457890801005537,2.4
0.08273548925340335,0.0,2.4703363307396002,2.0
0.6754864430044265,0.0,2.9534878860597362,2.0
0.8585246688775271,0.0,4.588034718869715,4.0
0.6928968841165061,0.0,3.7884388412399694,2.3333333333333335
0.7850836912639295,1.0,5.389276256523225,3.0
0.35328125178061953,1.0,3.8789198939706457,2.5
0.22019206904373745,0.0,1.5783050357673398,1.5714285714285714
0.24537239045975,0.0,3.149342504375357,2.5
0.7274125155742309,0.0,0.7560523964783803,0.0
0.06412777290220895,1.0,5.54404198570813,5.0
0.4537374619422069,1.0,4.254144838123574,2.3333333333333335
0.48767732946854836,1.0,2.8276600586115457,1.4
0.6408748294444948,0.0,4.244382983990682,2.5
0.10616885236333873,1.0,2.006203462752124,2.6
0.5736099378010375,1.0,4.190374385876681,2.0
0.9603457940240444,0.0,2.6664053745689498,2.0
0.5156805801975399,0.0,1.3605454530917105,1.3333333333333333
0.5698250458948468,0.0,3.053860195811163,2.25
0.9880066615714264,1.0,5.823570123633045,2.4
0.8328709350690627,1.0,3.7288280931661317,2.5
0.4981436821039962,0.0,0.9999452721809882,0.0
0.08015133786402995,0.0,0.6455145610840725,0.0
0.8710469940649624,1.0,4.151066840161016,2.0
0.7130864089874244,0.0,3.653887758655383,3.25
0.732112043534634,1.0,3.45304601727126,1.8333333333333333
0.8236199870200153,1.0,4.43157071234655,1.5
