z,y0,y,influence_estim
0.1802696888767692,0.0,3.5549970595293585,2.5
0.019475241487624584,0.0,0.8764387430794773,1.0
0.4632185264983446,1.0,2.7209359603877727,1.5
0.7249339291921478,1.0,2.064941316228075,1.6666666666666667
0.42020360458772743,0.0,1.9160612899012595,1.5
0.4854270981677824,0.0,2.1256114162856337,1.8
0.012780814590608647,0.0,1.1730375620446725,1.4285714285714286
0.4873716073198716,1.0,2.64507294153272,1.0
0.9418066523433661,1.0,3.6523320104711052,1.5
0.8507950893767787,0.0,2.1513269324856954,1.8333333333333333
0.7299644702208186,1.0,4.2868446352430825,3.0
0.10873607186897494,0.0,0.8708693255272774,1.0
0.8939041702850812,1.0,4.238745325385792,2.0
0.8571542470728296,1.0,3.5377503350894703,1.4
0.16508661759522714,0.0,1.1789790293716038,1.6666666666666667
0.6323340138234961,0.0,1.40592971635702,1.3333333333333333
0.020483612791232675,1.0,3.388902308405993,2.0
0.11673726878001622,1.0,4.904054305332158,3.0
0.3163673116125404,0.0,2.3008297673786102,2.0
0.15791230667493694,0.0,1.8161889929423183,2.0
0.7589795881605054,0.0,2.8067944374202276,1.5
0.8182753578641435,0.0,2.3301537059204795,1.6666666666666667
0.34462449095921743,1.0,2.4575006033587288,0.75
0.3187987968624336,1.0,4.093334613548327,2.0
0.11166123199466038,0.0,1.8017011432413679,1.375
0.08395314332205706,0.0,1.2635569046801445,1.1428571428571428
0.7127259356888429,1.0,7.078861612631471,5.0
0.5995433962576555,1.0,3.478255700040979,2.2
0.055673679585078406,0.0,0.9666270919288635,1.0
0.47979728165943036,0.0,1.992820001954327,1.8
0.4016764806306522,1.0,2.6994888227995664,1.4
0.8479789975469745,0.0,2.354731447492564,1.75
0.7178491793398788,1.0,3.8249615173603746,2.2
0.6020640512488246,0.0,2.211795842869486,1.8
0.5523838215054973,1.0,3.5968726391666426,2.0
0.9491023977466375,1.0,3.480938228459026,1.5
0.9866733303584686,1.0,5.134846884405609,3.0
0.3380540496495278,0.0,3.289439609391455,2.25
0.2398746790524734,0.0,1.799776728584614,2.3333333333333335
0.7964357539879462,0.0,3.2442450463892714,1.8
0.06368643077465541,0.0,2.6117278745679053,2.6666666666666665
0.3646156429960411,0.0,0.6055853968377625,0.8571428571428571
0.07002280262450244,0.0,1.3838129190357975,1.4
0.31936770705091,1.0,4.365286894515601,3.0
0.07038259510695688,1.0,3.1041618236308497,1.5
0.29026366713531204,1.0,3.009446442999395,2.25
0.7901011234337895,0.0,2.732108560753231,1.8333333333333333
0.9054003208000718,0.0,4.297643406310118,3.3333333333333335
0.7926213850799262,1.0,3.4505659385982606,2.5
0.5618187101448784,1.0,2.968941077469596,2.0
0.6160183850726514,1.0,7.9160693878864254,6.0
0.3614835422032018,0.0,2.709267169890634,2.0
0.1688172985854528,0.0,3.3793393953005495,2.6666666666666665
0.4362409336651609,1.0,3.7031517914878163,2.0
0.7328253363481761,1.0,3.9304313428157553,2.0
0.06288762386070046,1.0,1.1243213885420023,0.0
0.020732978881171316,1.0,4.625283799927843,3.0
0.770548066415019,1.0,2.3490150158748593,1.0
0.29995200943055433,1.0,2.729005218922448,1.5
0.7011642750435169,1.0,3.69384134409276,1.8
0.7346677209045017,0.0,1.945920566608692,2.0
0.9329046271873459,0.0,1.5883764472948836,0.0
0.4003284329218084,1.0,3.0038959290335305,2.0
0.35843792834815624,0.0,1.9892298889293278,1.6666666666666667
0.8065667909277211,1.0,8.88490400383111,6.0
0.7644910965444714,1.0,2.749772470406029,1.4
0.6526147399155839,0.0,1.3879287260916109,1.0
0.8109665739550673,1.0,4.425151754113606,1.8333333333333333
0.6422148587410551,0.0,0.7687846128090792,0.6666666666666666
0.9574440528259551,0.0,0.741415243457207,0.0
0.33387442145109236,1.0,3.2585831067852444,1.6666666666666667
0.738252622848673,1.0,3.9659490529915766,2.0
0.9498333057371812,1.0,3.9966764072279086,1.75
0.33436415416124,0.0,2.1862839879712794,1.6666666666666667
0.6116319967348144,0.0,1.2843210326591912,0.0
0.3656701675771531,0.0,3.6236412407701857,2.75
0.46154029138730046,1.0,3.159179518426261,1.4
0.07500199310871569,0.0,2.0669345182579884,2.3333333333333335
0.019343362298242628,0.0,3.6625633975961924,4.0
0.7596494675521736,1.0,3.3055046967070862,2.5
0.4527591644919976,0.0,2.1297486721175356,1.3333333333333333
0.6228340076529896,0.0,0.3779958825578231,0.6666666666666666
0.7399515177978947,1.0,4.679508417656349,2.5
0.4186634301818408,0.0,2.4847030095048366,1.1428571428571428
0.36761762506764994,1.0,6.836790423173427,6.0
0.16902881059075237,1.0,2.226786476389142,1.4
0.7938724066348071,0.0,2.5557651667014825,2.0
0.8330374085844274,1.0,4.248192623364563,2.0
0.734212987305353,1.0,3.3025367291883985,2.0
0.8752945800236829,1.0,2.310023846484815,0.5
0.6480564419758135,1.0,3.886512625667942,2.5
0.6960661747706572,1.0,4.570427712593317,3.0
0.1930180802665976,1.0,4.338655444478247,2.5
0.7676322349393081,1.0,2.7855298083486466,1.5
0.33408289430233906,1.0,2.3699627813884843,1.0
0.4379592060627783,0.0,5.573762354140979,5.0
0.3188702397585751,0.0,3.081537160028454,2.3333333333333335
0.5682896689272663,0.0,0.936252829405519,1.0
0.6586923514330885,0.0,2.8827941605779213,1.6666666666666667
0.5755585410552345,0.0,2.0429470344090395,1.25
