Z,T,Y,spillover_estim
0.6503742417395917,0.0,1.0234217969760269,0.3333333333333333
0.5054533737348429,0.0,1.6005545524419538,0.0
0.8786014709215519,1.0,2.373655397617417,0.5625
0.18184022537153444,0.0,0.683151848177916,0.42105263157894735
0.8522330686745971,1.0,2.573581990276637,0.5
0.7501362861060107,1.0,2.8951653398701507,0.8333333333333334
0.6661016674853226,0.0,1.5038867438708399,0.3333333333333333
0.9878954482759622,1.0,3.1183531768986494,0.9333333333333333
0.2569684226038301,1.0,1.6887750710030258,0.6
0.02830592527249809,0.0,0.14285269386479943,0.4375
0.6357191154610017,0.0,1.5384479679808463,0.5
0.8473123874866262,1.0,3.055533806723542,1.0
0.7361746251160107,1.0,2.653114129155431,0.6296296296296297
0.020807111923490385,1.0,1.0183585423786568,0.5483870967741935
0.1116031306650328,0.0,-0.0011599206167287046,0.38461538461538464
0.2977237418558598,1.0,2.4704834827070083,0.5
0.6869701913398437,0.0,1.4064755266281397,0.42857142857142855
0.8616260560016462,1.0,2.6565612017378704,0.5263157894736842
0.19863435918378092,0.0,1.843268901907151,0.6111111111111112
0.6571890306104226,1.0,2.2620269726211477,0.75
0.6996556289920951,1.0,2.567905733098417,0.5675675675675675
0.35239246875784624,0.0,0.6610381494297661,0.5909090909090909
0.7899605478253066,0.0,0.7059847187169316,0.5
0.8140479381170485,1.0,2.0925205046175113,0.7894736842105263
0.19742128450213303,1.0,2.1947366136865787,0.5555555555555556
0.9494552941959824,1.0,2.149249715167242,0.4666666666666667
0.4766003859854373,0.0,0.23888429386238363,0.4375
0.666600347981564,1.0,2.5402680457350306,0.7586206896551724
0.21131203725140024,1.0,2.65873945416829,1.0
0.8075263238494785,1.0,3.18855845926128,0.6956521739130435
0.3196861205574325,0.0,1.551536922774324,0.0
0.29393597470178845,1.0,1.8578866577485318,0.0
0.30191817765024553,0.0,-0.1076888970823755,0.0
0.8278894018117505,1.0,2.5539291655337584,0.6923076923076923
0.5525336888522125,1.0,2.8911418158510758,0.8
0.19167740493265917,0.0,0.3434763527333906,0.42857142857142855
0.7142567406966405,1.0,2.899219245491331,0.8461538461538461
0.6398703572209754,1.0,2.796980839792134,0.6363636363636364
0.5332038313466246,0.0,0.34980060017284165,0.6923076923076923
0.5725279133629912,1.0,2.3818626572110926,0.75
0.012332537482920625,0.0,1.026127553050424,0.4444444444444444
0.6952379783044652,0.0,1.3671138818091912,0.3333333333333333
0.5346592103704971,0.0,1.1677267974823518,0.48
0.07913471728341592,0.0,0.5159430468561573,0.4444444444444444
0.01363750174414724,0.0,1.603187360601746,0.5555555555555556
0.27785304004672706,1.0,2.0052189553135134,0.75
0.9973852824796468,1.0,2.1958228231642853,1.0
0.22560063795323093,0.0,0.42029618154058945,0.42857142857142855
0.10501535321602451,0.0,0.6499324057258586,0.47058823529411764
0.016300778724193665,0.0,0.8290998381033741,0.6363636363636364
0.3416274522972411,0.0,0.4890292910063703,0.2727272727272727
0.8081980587401383,1.0,2.389723613241399,0.5384615384615384
0.2173196229012333,0.0,0.9322371856224808,0.8
0.9346049678640077,1.0,3.3599390101625755,1.0
0.9884978760439248,1.0,1.429114540284191,0.0
0.011016694853989928,0.0,0.40265603465959154,0.42857142857142855
0.7849027539184023,1.0,1.721160467865841,0.6428571428571429
0.685363618812411,1.0,2.125416675126061,1.0
0.5156439876610373,0.0,1.065510411467062,0.36363636363636365
0.2691131705792609,0.0,0.49202052208125385,0.4444444444444444
0.6647814707939085,1.0,2.834029682815333,0.6842105263157895
0.7771244527963272,1.0,1.8057242385824577,0.0
0.4756657052864103,0.0,1.1974435191779733,0.45454545454545453
0.9877862418860187,1.0,3.238880750288516,0.6428571428571429
0.496245389887526,0.0,0.9325670115836688,0.7142857142857143
0.6715220877352954,1.0,1.3441303362546408,0.8181818181818182
0.4302592813664673,1.0,1.148284510488975,0.47058823529411764
0.26097774276247965,1.0,1.0396079182928122,0.4
0.944196361952393,1.0,2.4277883778864076,0.7142857142857143
