Z,T,Y,spillover_estim
0.5139433437726902,0.0,1.9324700422563645,0.6428571428571429
0.7731650520792968,1.0,2.4009933585013545,0.5882352941176471
0.8704276857248127,0.0,1.3574159499528975,0.4
0.00804694852981791,0.0,0.2718786654467295,0.3
0.3097359255052041,0.0,-0.26385734600946,0.42857142857142855
0.9576037393658909,1.0,2.6966093126277153,0.6666666666666666
0.5131167122678871,1.0,1.4467429274351287,0.6842105263157895
0.3182844248720986,1.0,1.4238391503476202,0.0
0.5391999374256481,1.0,1.26009740973761,0.0
0.2212549424277599,0.0,1.127155838506026,0.36363636363636365
0.80648135792427,1.0,2.313336795912266,0.6
0.34225462561468434,0.0,0.7245853130131454,0.375
0.5388888490671446,0.0,0.001104114348803087,0.0
0.00587378555105833,0.0,0.32699982265949645,0.0
0.6731524781805254,0.0,1.0829841225163097,0.5
0.21002426217873815,0.0,0.8535077221996601,0.3333333333333333
0.9325575928787119,1.0,2.3380447601877856,0.0
0.3742447494814921,1.0,2.5132126826802628,0.75
0.7524189220859464,1.0,2.2336740831148303,0.6
0.763139001845522,1.0,1.3171828291916667,0.5
0.8704994552717501,1.0,1.951105224992598,0.6666666666666666
0.11011117825660166,0.0,0.8009419366578445,0.2727272727272727
0.3000919803937838,0.0,0.804728680559872,0.0
0.4749057659504685,0.0,1.6214554464053013,0.5
0.6729367191665858,1.0,1.8719553469122854,0.47368421052631576
0.25759243292061773,1.0,1.2212814549765088,0.45454545454545453
0.7011513197244875,0.0,1.522124062303452,0.36363636363636365
0.6570000593742624,1.0,2.6560352485127003,0.5625
0.18200775771189426,0.0,0.6375077730088938,0.4444444444444444
0.3220629928291008,0.0,0.7199912010677514,0.4
0.8875374569208283,1.0,2.2129743816654575,1.0
0.08334916104975676,0.0,0.4529244483651059,0.47368421052631576
0.7465641201404082,0.0,1.659834262809709,0.25
0.0623500489834764,0.0,0.0208864257236846,0.4166666666666667
0.7314811265727285,1.0,1.996474553435076,0.5
0.7425113549935438,0.0,1.0011234280442898,0.3333333333333333
0.4079158134516613,1.0,1.8167143265090817,0.5714285714285714
0.9913829988984811,1.0,1.7808289632505618,0.6923076923076923
0.4521372987583918,0.0,0.7019522043650026,0.5
0.18987854312792152,0.0,-0.09251177965626639,0.0
0.3516264720993826,1.0,1.6944121855824015,0.5
0.7148116664252598,1.0,1.9710185025177651,0.45454545454545453
0.3574353632517656,1.0,1.8604019192905705,0.5
0.05161855399507598,0.0,0.17804943090846542,0.625
0.31591900435196574,1.0,2.661467796291931,0.5
0.9988046115649809,0.0,1.340584176124292,0.5
0.28790485661731413,0.0,1.4490434956293194,0.42857142857142855
0.4617958714158059,1.0,3.0507393959102473,0.8571428571428571
0.7352681109839733,0.0,1.2997237753840436,0.5
0.9436789507453597,0.0,0.7831289486654668,0.42857142857142855
0.17540264266554373,0.0,-0.10785196143149656,0.8
0.21242137590306676,0.0,0.06689955228211997,0.6153846153846154
0.1324776129505617,0.0,0.16785191258898932,0.18181818181818182
0.2086811922474796,0.0,1.0389253275557269,0.75
0.9956879445435294,1.0,1.9614052878768482,0.35714285714285715
0.2466458319173127,0.0,0.487944727273689,0.5
0.11005315861088283,0.0,2.0138931671047913,0.5555555555555556
0.5023202382650055,1.0,2.473255498944539,0.8333333333333334
0.4561218152233627,0.0,0.35032556712403984,0.5
0.7344902289458818,1.0,3.028111593352451,1.0
0.6209435413222995,0.0,0.130025301798745,0.0
0.6210702266888138,1.0,1.129068081009284,0.7272727272727273
0.1501726341960331,0.0,0.8182313761748425,0.6
0.5382745459850139,1.0,1.884480459981937,0.75
0.12034724351170079,1.0,2.1303877964236175,1.0
0.1530255220213963,1.0,2.747241377279315,0.7142857142857143
0.4501785568140254,1.0,1.833770173534465,0.35714285714285715
0.42907234720670884,0.0,0.17916718802838233,0.2
